,Province,City,Cnty,Town,Lat,Lon,Height,Stationlevl,StationName,IIIII,tmax,tmin,rain,rainhour,view,wind,windave
450,浙江省,台州市,三门县,蛇蟠乡,29.1619,121.5706,5,14,蛇蟠旅游,K8830,37.2,27.2,0,0,2810,6.9,5.4
451,浙江省,台州市,椒江区,海门街道,28.6642,121.4556,5,14,岳头村,K8112,37.3,28.4,0,0,999999,9.3,3.4
452,浙江省,台州市,玉环市,鸡山乡,28.0569,121.4106,90,14,中鹿岛,K8546,30.4,25,0,0,999999,14.1,10.2
453,浙江省,台州市,椒江区,葭沚街道,28.6575,121.3764,5,14,高铁台州站,K8136,35,27.2,0,0,999999,9,4.9
454,浙江省,台州市,玉环市,清港镇,28.2631,121.3233,7,14,垟根村,K8558,34,27.9,0,0,999999,8.8,3.9
455,浙江省,台州市,仙居县,双庙乡,28.7786,120.9033,643,14,长岗山,K8995,34.2,23.7,0.1,0.4,999999,999999,4.5
456,浙江省,台州市,椒江区,葭沚街道,28.6389,121.3522,205,14,绿心,K8003,33.8,25.5,0,0,999999,16.8,12.8
457,浙江省,台州市,临海市,桃渚镇,28.8322,121.6825,28,14,红脚岩,KJ608,32.8,27.7,0,0,999999,15.4,12
458,浙江省,台州市,临海市,上盘镇,28.7158,121.7297,33,14,大竹山,K8650,29.6,26.1,0,0,10043,17.3,15.6
459,浙江省,台州市,天台县,白鹤镇,29.2597,120.9633,331,14,白鹤,K8701,36.2,24,4.9,3.8999,999999,4.3,2.3
460,浙江省,台州市,椒江区,大陈镇,28.5056,121.89,160,14,虾浦,K8123,29.8,24.9,0,0,999999,18.1,11.6
461,浙江省,台州市,临海市,邵家渡街道,28.8739,121.2828,144,14,茶山,K8664,34.3,23.9,0,0,999999,6.4,4.7
462,浙江省,台州市,椒江区,海门街道,28.6781,121.4467,21,14,东方红,K8101,35.2,28.4,0,0,999999,11.7,6.6
463,浙江省,台州市,仙居县,步路乡,28.7772,120.7242,60,14,步路,K8915,36.9,25.3,5.7,3.8999,999999,0,0
464,浙江省,台州市,天台县,平桥镇,29.1703,120.7808,175,14,峇溪漂流,K8794,33.8,23.6,6.2,5.6,999999,999999,999999
465,浙江省,台州市,仙居县,横溪镇,28.645,120.4797,300,14,溪口,K8913,36,23.5,0,0,999999,6.7,5
466,浙江省,台州市,玉环市,大麦屿街道,28.1031,121.1358,18,14,大麦屿,K8517,31.4,27.3,0,0,999999,12,8.4
467,浙江省,台州市,仙居县,湫山乡,28.6997,120.3706,204,14,杨岸,K8997,37.7,23.4,0,0,999999,999999,3.8
468,浙江省,台州市,天台县,三合镇,29.1031,121.165,80,14,大横金,K8767,35.6,25.2,10.1,5.5999,999999,999999,999999
469,浙江省,台州市,天台县,平桥镇,29.1042,120.8428,432.7,14,云端花园,K8779,32,23.7,12.4,2.8999,999999,15,9.9
470,浙江省,台州市,黄岩区,上垟乡,28.4911,120.9922,681,14,沈岙,K8279,33.8,22.9,0,0,999999,9.1,7.4
471,浙江省,台州市,温岭市,坞根镇,28.3247,121.2611,5.6,14,坞根,K8405,34.2,27.8,0,0,999999,9,5.6
472,浙江省,台州市,玉环市,大麦屿街道,28.1192,121.1981,238,14,雕鹰山,K8527,31.4,25.6,0,0,999999,17.6,13.9
473,浙江省,台州市,黄岩区,北城街道,28.6831,121.2394,26,14,黄土岭,K8249,35.7,25.9,0.1,0.1,999999,7.4,4.6
474,浙江省,台州市,天台县,龙溪乡,29.0025,120.8183,419,14,岭里村,K8787,35.2,23.2,2.7,1.3,999999,999999,999999
475,浙江省,台州市,椒江区,大陈镇,28.6067,121.8106,30,14,一江码头,K8126,999999,999999,999999,999999,379,999999,999999
476,浙江省,台州市,天台县,雷峰乡,29.0553,120.8917,197,14,西山头村,K8784,34.7,24.1,13.1,6.1999,999999,7.2,3.1
477,浙江省,台州市,路桥区,螺洋街道,28.5389,121.3331,57,14,上寺前,K8340,37,27,0,0,999999,999999,999999
478,浙江省,台州市,临海市,白水洋镇,28.8992,120.9047,41,14,白水洋,K8603,37.6,26.3,0,0,999999,5.4,3.8
479,浙江省,台州市,临海市,白水洋镇,28.98,120.9153,113,14,安桥,K8623,36.6,25,0.2,0.1,999999,12.4,9.2
480,浙江省,台州市,天台县,街头镇,29.1244,120.7933,113,14,街头,K8702,36,24.8,11.9,9.2,999999,8.2,6.5
481,浙江省,台州市,天台县,赤城街道,29.2069,121.0164,451,14,桐柏,K8721,34.3,23.8,0,0,999999,9.2,7.1
482,浙江省,台州市,椒江区,章安街道,28.7303,121.4508,6,14,柏树里,K8108,35.8,26.3,0.2,0.2,999999,8.4,6.6
483,浙江省,台州市,天台县,平桥镇,29.1356,120.885,41,14,曹一村,K8764,35.7,25.2,8.5,7.1999,999999,999999,999999
484,浙江省,台州市,临海市,尤溪镇,28.6889,121.0931,260,14,王加山,K8695,35.3,24.3,0.1,0.1,999999,999999,999999
485,浙江省,台州市,临海市,尤溪镇,28.7292,120.9675,756.4,14,上白岩,K8640,30.6,23.1,0,0,999999,5.8,3.6
486,浙江省,台州市,路桥区,金清镇,28.52,121.5147,5,14,明珠学校,K8329,33.1,27.7,0,0,999999,11.6,7.5
487,浙江省,台州市,三门县,沙柳街道,29.1508,121.3683,214,14,下南山,K8822,34.5,25.1,0,0,999999,8.1,4.9
488,浙江省,台州市,黄岩区,屿头乡,28.6744,120.9375,757,14,白石,K8207,32.4,23.4,0,0,999999,7.9,3.3
489,浙江省,台州市,天台县,雷峰乡,28.9822,120.845,510,14,牧云谷,K8793,32.1,23.2,0.4,0.4,999999,999999,999999
490,浙江省,台州市,黄岩区,平田乡,28.5381,121.0739,393,14,平田,K8221,32.9,23.7,0.1,0.1,999999,9.3,5.6
491,浙江省,台州市,三门县,海游街道,29.0881,121.3217,206,14,后郭,K8850,37.3,25,0,0,999999,7.4,5.9
492,浙江省,台州市,临海市,古城街道,28.8717,121.0797,11,14,两桥,K8622,35.6,26.5,17.3,9.9,999999,7,5.6
493,浙江省,台州市,天台县,龙溪乡,28.9558,120.8189,924,14,天柱林场,K8730,31.6,22.6,0.3,0.2,999999,6.5,5
494,浙江省,台州市,临海市,永丰镇,28.9336,121.0011,89,14,大洋,K8625,35.8,25,0.2,0.2,999999,5.4,3.2
495,浙江省,台州市,三门县,亭旁镇,29.005,121.3572,120,14,石门坑,K8866,35.5,24.7,0.1,0.1,999999,999999,999999
496,浙江省,台州市,三门县,健跳镇,29.0703,121.6053,9,14,珠港村,K8877,35.2,27.1,0,0,999999,8.7,5.5
497,浙江省,台州市,温岭市,温峤镇,28.3958,121.2944,5,14,焦桐村,K8484,34.9,27.7,0,0.1,999999,999999,999999
498,浙江省,台州市,路桥区,路南街道,28.5889,121.4206,5,14,红光,K8344,35.1,27.4,0,0,999999,999999,999999
499,浙江省,台州市,黄岩区,西城街道,28.6247,121.2394,19,14,委羽山,K8226,34.5,27.1,0,0,3301,7.9,6.1
500,浙江省,台州市,天台县,三合镇,29.0642,121.1475,133,14,灵溪村,K8780,35.4,24.3,18.6,18,999999,10.3,5.5
501,浙江省,台州市,三门县,海润街道,29.1314,121.4242,120,14,王家村,K8876,34.8,25.4,0,0,999999,7.1,5.3
502,浙江省,台州市,天台县,泳溪乡,29.1472,121.1806,285,14,抽蓄电站,K8791,34.6,24.8,11.9,7,999999,8.4,5
503,浙江省,台州市,路桥区,螺洋街道,28.5608,121.33,10,14,水厂,K8311,35.9,27.6,0,0,999999,9.7,4.9
504,浙江省,台州市,天台县,洪畴镇,29.0817,121.2258,164,14,坪东村,K8781,35.6,24,0.1,0.1,999999,999999,999999
505,浙江省,台州市,临海市,大洋街道,28.8739,121.1928,6.3,12,临海,58660,35.5,26.2,0.1,0.1,5418,7.2,4.9
506,浙江省,台州市,天台县,白鹤镇,29.2883,120.9108,234,14,左溪能见度,K8718,999999,999999,999999,999999,210,999999,999999
507,浙江省,台州市,临海市,桃渚镇,28.8086,121.5797,18,14,桃渚,K8620,36.2,27.4,0,0,999999,0.6,0.2
508,浙江省,台州市,三门县,珠岙镇,29.0544,121.2419,71,14,吴岙,K8829,36.4,25.3,0,0,3451,7.4,4.2
509,浙江省,台州市,三门县,浦坝港镇,28.8911,121.6617,43,14,扩塘山,K8826,34.4,27.6,0,0,999999,12.1,10.4
510,浙江省,台州市,黄岩区,新前街道,28.6814,121.2067,13,14,新前,K8215,35.3,25.6,0.1,0.1,999999,9.9,7.7
511,浙江省,台州市,温岭市,泽国镇,28.4969,121.3361,5,14,泽国二小,K8441,34.9,27.9,0,0,999999,10.3,7.2
512,浙江省,台州市,天台县,街头镇,29.0728,120.7303,248,14,里石门,K8726,34.9,24.1,35.7,34.4,999999,9.1,6.6
513,浙江省,台州市,仙居县,皤滩乡,28.7258,120.5208,161,14,万竹口,K8918,39.3,24.4,1.3,0.7,999999,0,0
514,浙江省,台州市,天台县,始丰街道,29.1478,120.985,61,14,始丰小学,K8760,36.8,25.4,0.3,0.2,999999,9.3,4.4
515,浙江省,台州市,临海市,涌泉镇,28.7783,121.3394,138,14,马里岙,KJ609,35.4,25.9,1.1,1.4,999999,999999,999999
516,浙江省,台州市,临海市,古城街道,28.8864,121.0811,56,14,许墅村,K8691,36.9,26.5,3.5,2,999999,6.9,4.4
517,浙江省,台州市,温岭市,城南镇,28.3039,121.3833,10,14,彭下村,K8478,32.9,27.1,0,0,999999,999999,999999
518,浙江省,台州市,临海市,杜桥镇,28.8122,121.4731,121,14,岙底陈,KJ606,35.5,25.9,0.1,0.1,999999,999999,999999
519,浙江省,台州市,天台县,街头镇,29.0592,120.7022,195,14,田芯,K8707,37.4,24.4,34.3,33.8,999999,999999,999999
520,浙江省,台州市,椒江区,大陈镇,28.4533,121.8994,20,14,大陈码头,K8117,999999,999999,999999,999999,14424,999999,999999
521,浙江省,台州市,黄岩区,北洋镇,28.6108,121.0583,57,14,长潭,K8204,36.4,25.7,0,0,999999,4.4,2.9
522,浙江省,台州市,黄岩区,上垟乡,28.5153,121.0083,77,14,上垟,K8210,38.8,25.5,0.1,0.1,281,8.2,5.6
523,浙江省,台州市,临海市,尤溪镇,28.7467,121.0439,269,14,长加山,K8697,34.5,24,0,0,999999,999999,999999
524,浙江省,台州市,路桥区,金清镇,28.5611,121.5944,60,14,三山,K8332,999999,999999,999999,999999,999999,999999,999999
525,浙江省,台州市,椒江区,洪家街道,28.6097,121.4144,5,14,洪家二中,K8124,35.9,28.2,0,0,999999,8.9,5.1
526,浙江省,台州市,仙居县,朱溪镇,28.7178,120.7936,103,14,朱溪,K8934,999999,999999,999999,999999,999999,999999,999999
527,浙江省,台州市,三门县,浦坝港镇,28.9647,121.7919,12,14,三门岛,K8860,29.3,26.7,0,0,15008,18.2,14.9
528,浙江省,台州市,路桥区,新桥镇,28.5019,121.4036,4,14,新桥,K8308,34.2,27.5,0,0,999999,9.5,6.5
529,浙江省,台州市,临海市,小芝镇,28.8794,121.3731,59,14,外蔡,K8613,35.6,24.5,1.4,1.3,999999,0,0
530,浙江省,台州市,天台县,白鹤镇,29.2036,120.9628,90,14,岭下洋,K8741,36.5,25.3,0,0,999999,8.1,4.5
531,浙江省,台州市,三门县,亭旁镇,29.0244,121.3881,415,14,枧头村,K8828,36,24.8,0,0,999999,8.3,6.3
532,浙江省,台州市,仙居县,朱溪镇,28.6328,120.9031,514,14,金竹寺,K8982,34.8,25.1,0,0,999999,999999,5.3
533,浙江省,台州市,玉环市,坎门街道,28.0864,121.2892,26,14,灯塔社区,K8564,29.8,26.8,0,0,999999,999999,999999
534,浙江省,台州市,天台县,白鹤镇,29.2889,120.915,234,14,左溪,K8770,36,23.9,2.5,1.5,999999,999999,5.4
535,浙江省,台州市,黄岩区,高桥街道,28.6011,121.2178,70,14,三童岙,K8269,34.4,25.2,0,0,999999,999999,999999
536,浙江省,台州市,临海市,邵家渡街道,28.8106,121.3428,149,14,年坑村,KJ605,34.4,24.9,0.3,2.7999,999999,999999,999999
537,浙江省,台州市,三门县,浦坝港镇,28.8675,121.5128,34,14,山场村,K8808,36.5,25.9,0.3,0.3,999999,8.9,6
538,浙江省,台州市,温岭市,松门镇,28.3258,121.6189,9,14,实践基地,K8419,30.8,26.7,0,0,999999,13.1,7.9
539,浙江省,台州市,黄岩区,上郑乡,28.5842,120.7997,1143,14,大寺基,K8222,31,21.2,0,0,999999,11.1,7.2
540,浙江省,台州市,黄岩区,富山乡,28.5103,120.8578,930,14,南正顶,K8245,28.9,22.3,0,0,999999,999999,999999
541,浙江省,台州市,椒江区,下陈街道,28.6131,121.4469,11,14,海正育才小学,K8130,35.6,28.3,0,0,999999,7.6,4
542,浙江省,台州市,临海市,汇溪镇,29.0219,121.2131,287,14,大塘村,K8694,35.8,24.6,0,0,999999,999999,999999
543,浙江省,台州市,温岭市,新河镇,28.4781,121.4594,7,14,新河,K8408,34.9,27.7,0,0,999999,8.6,6.1
544,浙江省,台州市,天台县,泳溪乡,29.1342,121.2089,276,14,县兰田,K8788,34.6,24.1,12.7,12.7,999999,10.6,5.9
545,浙江省,台州市,临海市,上盘镇,28.7431,121.8481,51,14,田岙岛,K8630,29.6,25.9,0,0,999999,20.1,14.8
546,浙江省,台州市,天台县,雷峰乡,29.0003,120.8761,522,14,大雷山,K8722,32.3,23.7,1.8,0.7,999999,10.7,4.8
547,浙江省,台州市,仙居县,皤滩乡,28.7347,120.5256,121,14,皤滩,KJ918,37.1,25.1,8.1,7.6,999999,999999,7.3
548,浙江省,台州市,天台县,雷峰乡,29.0992,120.8972,97,14,朱莉农场,K8797,36.7,24.5,14.3,8.6,999999,999999,999999
549,浙江省,台州市,临海市,涌泉镇,28.7569,121.3186,8,14,涌泉,K8602,35.4,26,0.8,3.4999,999999,7.8,5.3
550,浙江省,台州市,玉环市,鸡山乡,28.1061,121.3642,59,14,鸡山,K8513,28.5,25.7,0,0,8266,13,9.5
551,浙江省,台州市,天台县,坦头镇,29.115,121.1244,81,14,下陈胡,K8747,36.3,25.2,10.1,9.2,999999,26.4,17.3
552,浙江省,台州市,椒江区,葭沚街道,28.6289,121.3872,5,14,创谷基金港,K8138,35.6,27.8,0,0,999999,9.6,6
553,浙江省,台州市,天台县,街头镇,29.0539,120.8553,198,14,济溪,K8790,34.2,24.1,20.4,19.8,999999,999999,999999
554,浙江省,台州市,温岭市,城西街道,28.39,121.3681,24,14,城西,K8430,34.9,28.6,0,0,999999,8.6,4.8
555,浙江省,台州市,椒江区,前所街道,28.7178,121.4994,6,14,六联小学,K8129,36.5,27.6,0,0,999999,10.3,6
556,浙江省,台州市,温岭市,城南镇,28.2731,121.3789,27,14,后岭村,K8480,32.1,27.9,0,0,999999,999999,999999
557,浙江省,台州市,天台县,白鹤镇,29.2728,120.9094,185,14,盘龙岭,K8776,35.9,25.4,3,2.4999,999999,999999,999999
558,浙江省,台州市,临海市,江南街道,28.7844,121.1203,11,14,江南,K8615,36.7,25.9,0.1,0.1,999999,4.9,3.5
559,浙江省,台州市,仙居县,淡竹乡,28.5922,120.5281,540,14,吴山后,K8943,33.6,23.9,0.6,0.5,999999,0,0
560,浙江省,台州市,仙居县,官路镇,28.895,120.6228,196,14,溪心,K8909,34.4,24.1,8.4,8.2,999999,0,0
561,浙江省,台州市,三门县,健跳镇,29.1039,121.6006,9,14,农业园,K8816,36.8,26,0.3,1.1,999999,7.5,5.5
562,浙江省,台州市,天台县,雷峰乡,29.0881,120.8956,105,14,雷峰,K8715,35.3,24.2,15.4,8.3,999999,7.9,5.4
563,浙江省,台州市,椒江区,葭沚街道,28.6833,121.375,5,14,乌石,K8118,34.8,27.3,0.1,0.2,999999,7.8,4.8
564,浙江省,台州市,黄岩区,屿头乡,28.6631,120.9097,540,14,后岙,K8273,33.8,23.4,0.1,0.1,999999,5.3,3.5
565,浙江省,台州市,临海市,杜桥镇,28.7589,121.5583,30,14,里潘,K8655,34.7,27.5,0,0,3402,10.6,8.1
566,浙江省,台州市,临海市,汇溪镇,28.9947,121.2142,200,14,江根村,K8688,35.5,24.8,0,0,999999,999999,999999
567,浙江省,台州市,仙居县,安洲街道,28.8928,120.6878,576,14,路口,K8975,31.5,24.7,0.4,0.4,999999,999999,1
568,浙江省,台州市,黄岩区,高桥街道,28.5783,121.2172,21,14,瓦瓷窑,K8285,35,25.9,0,0,999999,999999,999999
569,浙江省,台州市,路桥区,金清镇,28.4839,121.6219,133.4,14,白果,K8304,31.9,25.7,0,0,999999,22.3,19
570,浙江省,台州市,仙居县,横溪镇,28.7522,120.4072,216,14,苍岭东,K8974,38.2,23.8,0,0,999999,999999,3.2
571,浙江省,台州市,路桥区,路桥街道,28.5814,121.3919,5,14,龙头王村,K8326,35.2,28.4,0,0,999999,999999,999999
572,浙江省,台州市,天台县,街头镇,29.025,120.8392,210,14,九遮山,K8768,34.5,23.5,15.8,13.1,999999,9.6,5.5
573,浙江省,台州市,玉环市,沙门镇,28.2439,121.3803,18,14,沙门,K8503,32,27.7,0,0,999999,10.8,7.2
574,浙江省,台州市,路桥区,蓬街镇,28.5611,121.4628,5,14,花园里,K8347,35.5,27.2,0,0,999999,9.4,7.2
575,浙江省,台州市,仙居县,淡竹乡,28.6719,120.5706,105,14,淡竹,K8911,36.6,25,3.1,2.9999,999999,7.9,5.3
576,浙江省,台州市,临海市,括苍镇,28.8572,120.9875,36,14,城西中学,K8657,37.6,26.4,0.1,0.1,999999,4.1,2.7
577,浙江省,台州市,仙居县,田市镇,28.6342,120.6733,229,14,括苍隧道北,K8979,35,24.6,0,0,999999,999999,4.9
578,浙江省,台州市,仙居县,双庙乡,28.7889,120.8575,92,14,双庙,K8906,37.9,24.9,3.8,3.7999,999999,0,0
579,浙江省,台州市,临海市,尤溪镇,28.7181,121.0581,223,14,竹家山,K8696,36.2,24.1,0,0,999999,999999,999999
580,浙江省,台州市,温岭市,城南镇,28.2722,121.3767,22,14,上岙村,K8479,32.9,27.7,0,0,999999,999999,999999
581,浙江省,台州市,三门县,亭旁镇,29.0025,121.3147,138,16,佃石,K8818,36.5,25.6,0.1,0.1,999999,999999,4.9
582,浙江省,台州市,黄岩区,东城街道,28.6611,121.2906,25,14,东城小学,K8240,36.3,27.3,0,0,999999,9,5
583,浙江省,台州市,温岭市,城南镇,28.3194,121.3311,46,14,山后村,K8421,34.2,27.2,0,0,999999,9.7,6
584,浙江省,台州市,天台县,石梁镇,29.2933,121.1458,340,14,大同,K8772,35.6,23.3,0,0,999999,999999,3.9
585,浙江省,台州市,三门县,健跳镇,29.0667,121.6792,60,14,龙山,K8825,34.3,27.4,0,0,999999,12.5,9.2
586,浙江省,台州市,临海市,大田街道,28.9617,121.1519,212,14,石门村,K8685,35.4,25.2,0.1,0.1,999999,999999,999999
587,浙江省,台州市,仙居县,福应街道,28.8794,120.8328,70,14,工业园区,K8922,38.9,26.1,0,0,999999,5.6,4.3
588,浙江省,台州市,仙居县,横溪镇,28.9833,120.9833,554,14,山岙,K8932,999999,999999,999999,999999,999999,999999,999999
589,浙江省,台州市,温岭市,新河镇,28.4467,121.4456,26,14,长屿村,K8474,35.5,27.4,0,0,999999,999999,999999
590,浙江省,台州市,黄岩区,宁溪镇,28.6025,120.9708,71,14,福利,K8258,36.9,25.8,0,0,999999,5.9,4.2
591,浙江省,台州市,三门县,健跳镇,29.0544,121.5444,28,14,罗岙水库,K8846,37.9,25.9,0,0,999999,5.7,3.1
592,浙江省,台州市,温岭市,城南镇,28.3278,121.4594,10,14,温岭南,K8447,31,27.4,0,0,5219,12.2,8.3
593,浙江省,台州市,黄岩区,头陀镇,28.6425,121.1564,60,14,柑橘所,K8233,999999,999999,999999,999999,999999,999999,999999
594,浙江省,台州市,温岭市,坞根镇,28.3028,121.2569,35,14,下呈村,K8475,35.3,27.7,0,0,999999,999999,999999
595,浙江省,台州市,温岭市,新河镇,28.4511,121.4406,6,14,长屿小学,K8465,34.6,28,0,0,999999,9.9,5.7
596,浙江省,台州市,三门县,健跳镇,29.105,121.5181,45,14,海游港,K8845,35.8,26,0,0,999999,8.1,6.1
597,浙江省,台州市,玉环市,海山乡,28.21,121.1575,2,14,海山,K8504,31.8,27.5,0,0,1560,15.6,13
598,浙江省,台州市,温岭市,石塘镇,28.2717,121.7308,35,14,洛屿岛,K8488,28.1,25.6,0,0,7469,14,12.7
599,浙江省,台州市,路桥区,路北街道,28.5975,121.3692,5,14,会展中心,K8328,35.2,28.6,0,0,999999,999999,999999
