,IIiii,StationName,ItemList,IP,NNnn,EEEee,lon,lat,Height,H_Gnd,ZoomLevel,Selected,Province,City,County,Town,Village,Country,Address0,Type,Note,Address,TZAir,ShareF,Property,Index0
219,K8468,上洋工业区,TR,255.0.0.0,2826,12115,121.2506,28.43278,00430,00420,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇方山村上洋工业区(丘陵),区域站,中尺度,-         ,,,,
220,K8469,双溪村,TR,255.0.0.0,2827,12115,121.2419,28.45528,00260,00250,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇双溪村(丘陵),区域站,中尺度,-         ,,,,
221,K8470,翁岙村,TR,255.0.0.0,2831,12118,121.2917,28.51611,00380,00370,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇翁岙村(丘陵),区域站,中尺度,-         ,,,,
222,K8471,金路村,TR,255.0.0.0,2828,12125,121.4111,28.45861,00230,00220,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇金路村(平原),区域站,中尺度,-         ,,,,
223,K8472,楼岙村,TR,255.0.0.0,2827,12125,121.4231,28.44889,00240,00230,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇楼岙村(平原),区域站,中尺度,-         ,,,,
224,K8473,屿头村,TR,255.0.0.0,2827,12126,121.4375,28.44667,00260,00250,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇屿头村(平原),区域站,中尺度,-         ,,,,
225,K8474,长屿村,TR,255.0.0.0,2827,12127,121.4456,28.44667,00270,00260,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇长屿村(平原),区域站,中尺度,-         ,,,,
226,K8475,下呈村,TR,255.0.0.0,2818,12115,121.2569,28.30278,00360,00350,16,False,浙江,台州,温岭市,坞根镇,,温岭市,温岭市坞根镇下呈村(平原),区域站,中尺度,-         ,,,,
227,K8476,东门村,TR,255.0.0.0,2820,12113,121.2178,28.33389,00190,00180,16,False,浙江,台州,温岭市,坞根镇,,温岭市,温岭市坞根镇东门村(平原),区域站,中尺度,-         ,,,,
228,K8477,紫荆校区,PTURF,255.0.0.0,2824,12137,121.6108,28.405,00040,00030,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇(东部新区)太平小学紫荆校区(平原),区域站,中尺度,-         ,,,,
229,K8490,犁头咀B,PTURF,255.0.0.0,2816,12126,121.4369,28.26556,00310,00300,32,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇犁头咀(ZQZ-B),区域站,中尺度,-         ,,,,
230,K8491,方山B,PTURF,255.0.0.0,2825,12115,121.2428,28.42056,04650,04640,32,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇方山顶(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,高山JQG,
231,K8501,清港,TURF,255.0.0.0,2815,12117,121.2867,28.25694,00190,00180,16,False,浙江,台州,玉环市,清港镇,,玉环市,玉环市清港镇小学(平原),区域站,中尺度,-         ,0.0,SHARED_VER,文旦,R
232,K8502,干江,PTURFV,255.0.0.0,2810,12122,121.3717,28.16639,01460,01450,16,False,浙江,台州,玉环市,干江镇,,玉环市,玉环市干江镇白马岙村小山头(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,RF
233,K8503,沙门,PTURF,255.0.0.0,2815,12123,121.3803,28.24389,00190,00180,8,False,浙江,台州,玉环市,沙门镇,,玉环市,玉环市沙门镇小学(平原),区域站,中尺度,-         ,1.0,SHARED_VER,"沿海航线,高速",RF
234,K8504,海山,PTURFVE,255.0.0.0,2813,12109,121.1575,28.21,00030,00020,8,False,浙江,台州,玉环市,海山乡,,玉环市,玉环市海山乡潮汐发电站(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,"海岛航线,高速",RF
235,K8505,玉城,PTURF,255.0.0.0,2808,12114,121.2369,28.12556,00070,00060,5,False,浙江,台州,玉环市,玉城街道,,玉环市,玉环水文站(平原),区域站,中尺度,-         ,0.0,SHARED_VER,,RF
236,K8506,大鹿岛,TURF,255.0.0.0,2806,12124,121.4039,28.09222,00310,00300,16,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市大鹿岛(岛屿),区域站,中尺度,-         ,0.0,SHARED_VER,海岛,
237,K8507,鲜迭,PTURF,255.0.0.0,2806,12112,121.2042,28.09167,02810,02800,16,False,浙江,台州,玉环市,大麦屿街道,,玉环市,玉环市鲜迭工作站(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,沿海,RF
238,K8508,披山B,PTURFV,255.0.0.0,2807,12131,121.52,28.08583,1220,1210,32,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市鸡山乡披山村岛上(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,海岛航线,
239,K8509,海事处,PTURF,255.0.0.0,2805,12109,121.1528,28.08833,00190,00180,64,False,浙江,台州,玉环市,大麦屿街道,,玉环市,玉环市海事处(平原),区域站,中尺度,-         ,0.0,SHARED_VER,沿海,
240,K8510,花岩浦,PTURFV,255.0.0.0,2812,12119,121.3092,28.19611,00490,00480,16,False,浙江,台州,玉环市,龙溪乡,,玉环市,玉环市龙溪乡花岩浦村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,RF
241,K8511,芦浦,TURF,255.0.0.0,2812,12114,121.2414,28.19833,00990,00980,12,False,浙江,台州,玉环市,芦浦镇,,玉环市,玉环市芦浦镇后山(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"沿海航线,高速",RF
242,K8512,楚门,PTURF,255.0.0.0,2813,12118,121.3014,28.21694,00260,00250,16,False,浙江,台州,玉环市,楚门镇,,玉环市,玉环市楚门中学(平原),区域站,中尺度,-         ,0.0,SHARED_VER,文旦,R
243,K8513,鸡山,PTURFV,255.0.0.0,2806,12122,121.36417,28.10611,00600,00590,12,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市鸡山乡南山村(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,海岛航线,RF
244,K8515,文旦基地,TURFE,255.0.0.0,2817,12115,121.2453,28.27833,00050,00040,16,False,浙江,台州,玉环县,清港镇,,玉环县,玉环清港苔山塘农场(平原),区域站,中尺度,-         ,0.0,,文旦,
245,K8517,大麦屿,PTURF,255.0.0.0,2806,12108,121.1358,28.10306,00190,00180,12,False,浙江,台州,玉环市,大麦屿街道,,玉环市,玉环市大麦屿小山头(平原),区域站,中尺度,-         ,,,沿海航线,RF
246,K8518,龙溪樱桃 ,TURFQ,255.0.0.0,2813,12120,121.3333,28.22667,00270,00260,16,False,浙江,台州,玉环市,龙溪乡,,玉环市,玉环市龙溪乡樱桃生产基地(平原),区域站,中尺度,-         ,,,樱桃,
247,K8520,漩门二期,TURFE,255.0.0.0,2815,12115,121.2539,28.24806,00030,00020,16,False,浙江,台州,玉环市,清港镇,,玉环市,玉环市清港镇农业观光园区(平原),区域站,中尺度,-         ,,,,
248,K8521,大雷山,TURF,255.0.0.0,2819,12121,121.3458,28.31528,03330,03320,12,False,浙江,台州,玉环市,清港镇,,玉环市,玉环市清港镇大雷山顶(山地),区域站,中尺度,-         ,1.0,,,RF
249,K8522,分水山,TURFVD,255.0.0.0,2812,12113,121.2103,28.195,00050,00040,16,False,浙江,台州,玉环县,芦浦镇,,玉环县,玉环市芦浦镇分水山(交通站)(平原),区域站,中尺度,-         ,1.0,,"高速,GS",
250,K8526,玉环轮渡,TUF,255.0.0.0,2808,12108,121.1333,28.1333,70,70,32,False,浙江,台州,玉环市,,,玉环市,玉环轮渡码头,区域站,中尺度,-         ,0.0,,,
251,K8527,雕鹰山,PTURF,255.0.0.0,2807,12112,121.1981,28.11917,02390,02380,16,False,浙江,台州,玉环市,大麦屿街道,,玉环市,玉环大麦屿街道仰天湖村(山地),区域站,中尺度,-         ,1.0,,,
252,K8528,乐清二桥,FVD,255.0.0.0,2815,12108,121.1392,28.2425,00410,00400,16,False,浙江,台州,玉环市,海山乡,,玉环市,玉环市乐清湾二桥上(交通服务)(海洋),区域站,中尺度,-         ,0.0,,"沿海高速,GS",
253,K8530,吊船湾,PTURFVD,255.0.0.0,2813,12123,121.3753,28.22222,00040,00030,16,False,浙江,台州,玉环市,沙门镇,,玉环市,玉环市沙门镇大沙湾村吊船湾(交通服务),区域站,中尺度,-         ,0.0,,"沿海高速,GS",
254,K8540,花岩浦B,PTURFV,255.0.0.0,2812,12119,121.3092,28.19611,00490,00480,32,False,浙江,台州,玉环市,龙溪乡,,玉环市,玉环市龙溪乡花岩浦村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,
255,K8541,干江B,PTURF,255.0.0.0,2809,12122,121.3717,28.16639,01460,01450,32,False,浙江,台州,玉环市,干江镇,,玉环市,玉环市干江镇白马岙村小山头(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,
256,K8542,文旦基地B,TURF,255.0.0.0,2817,12115,121.2453,28.27833,00050,00040,32,False,浙江,台州,玉环县,清港镇,,玉环县,玉环清港苔山塘农场(平原),区域站,中尺度,-         ,0.0,,文旦,
257,K8543,漩门二期0,TURFW,255.0.0.0,2815,12115,121.2539,28.24806,00030,00020,32,False,浙江,台州,玉环市,清港镇,,玉环市,玉环市清港镇农业观光园区(K8520)(平原),区域站,中尺度,-         ,,,,
258,K8544,大圆头,PTURF,255.0.0.0,2815,12125,121.4161,28.24195,01410,01400,16,False,浙江,台州,玉环市,沙门镇,,玉环市,玉环市沙门镇南山村大圆头山顶(丘陵),区域站,中尺度,-         ,,,,
259,K8545,大岩头,PTURF,255.0.0.0,2803,12110,121.1631,28.04667,02370,02360,16,False,浙江,台州,玉环市,大麦屿街道,,玉环市,玉环市大麦屿街道龙湾村大岩头山上(丘陵),区域站,中尺度,-         ,,,,
260,K8546,中鹿岛,PTURF,255.0.0.0,2803,12125,121.4106,28.05694,00910,00900,16,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市鸡山乡中鹿岛(岛屿),区域站,中尺度,-         ,,,,
261,K8547,双龙村,TR,255.0.0.0,2806,12115,121.255,28.1,00590,00580,16,False,浙江,台州,玉环市,坎门街道,,玉环市,玉环市坎门街道双龙村茶山公园(丘陵),区域站,中尺度,-         ,,,,
262,K8548,垟岭村,TR,255.0.0.0,2811,12121,121.3475,28.18861,01590,01580,16,False,浙江,台州,玉环市,干江镇,,玉环市,玉环市干江镇垟岭水库(丘陵),区域站,中尺度,-         ,,,,
263,K8549,江岩,PTURF,255.0.0.0,2810,12109,121.1492,28.17333,01370,01360,16,False,浙江,台州,玉环市,玉城街道,,玉环市,玉环市玉城街道江岩村北塘岗头(岛屿),区域站,中尺度,-         ,,,,
264,K8550,黄门,PTURF,255.0.0.0,2804,12114,121.2361,28.07,01700,01690,16,False,浙江,台州,玉环市,坎门街道,,玉环市,玉环市坎门街道黄门村(岛屿),区域站,中尺度,-         ,,,,
265,K8556,苔山塘,PTURF,255.0.0.0,2816,12115,121.2564,28.27417,00140,00130,16,False,浙江,台州,玉环市,清港镇,,玉环市,玉环市清港镇苔山塘文旦基地二大队(岛屿),区域站,中尺度,-         ,,,,
266,K8580,吊船湾B,PTURFVD,255.0.0.0,2813,12123,121.3753,28.22222,00040,00030,32,False,浙江,台州,玉环市,沙门镇,,玉环市,玉环市沙门镇吊船湾高速公路旁(交通服务)(平原),区域站,中尺度,-         ,0.0,,"沿海高速,GS",
267,K8581,大雷山B,TURF,255.0.0.0,2819,12121,121.3458,28.31528,03330,03320,32,False,浙江,台州,玉环市,清港镇,,玉环市,玉环市清港镇大雷山顶(山地),区域站,中尺度,-         ,,,,
268,K8582,鸡山B,TURF,255.0.0.0,2806,12122,121.36417,28.10611,00600,00590,32,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市鸡山乡南山村(岛屿),区域站,中尺度,-         ,0.0,,,
269,K8583,玉城B,PTURFW,255.0.0.0,2808,12114,121.2369,28.10556,70,00060,32,False,浙江,台州,玉环市,玉城街道,,玉环市,玉环水文站(平原),区域站,中尺度,-         ,0.0,,,
270,K8584,芦浦B,TURF,255.0.0.0,2812,12114,121.2414,28.19833,00990,00980,32,False,浙江,台州,玉环市,芦浦镇,,玉环市,玉环市芦浦镇后山(丘陵),区域站,中尺度,-         ,0.0,,,
271,K8585,鲜迭B,PTURF,255.0.0.0,2806,12112,121.2042,28.09167,02810,02800,32,False,浙江,台州,玉环市,大麦屿街道,,玉环市,玉环市鲜迭工作站(丘陵),区域站,中尺度,-         ,,,,
272,K8586,海山B,PTURFV,255.0.0.0,2813,12109,121.1575,28.21,00030,00020,32,False,浙江,台州,玉环市,海山乡,,玉环市,玉环市海山乡潮汐发电站(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,,
273,K8587,披山D,PTURFV,255.0.0.0,2807,12131,121.52,28.08583,1220,1210,32,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市鸡山乡披山岛(岛屿),区域站,中尺度,-         ,0.0,,,
274,K8588,大鹿岛B,TURF,255.0.0.0,2806,12124,121.4039,28.09222,00310,00300,32,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市大鹿岛(岛屿),区域站,中尺度,-         ,0.0,SHARED_VER,,
275,K8589,乐清二桥B,FVD,255.0.0.0,2815,12108,121.1392,28.2425,00410,00400,32,False,浙江,台州,玉环市,海山乡,,玉环市,玉环市乐清湾二桥上(交通服务)(海洋),区域站,中尺度,-         ,0.0,,,
276,K8590,沙门B,PTURF,255.0.0.0,2815,12123,121.3803,28.24389,00190,00180,32,False,浙江,台州,玉环市,沙门镇,,玉环市,玉环市沙门镇小学(平原),区域站,中尺度,-         ,1.0,SHARED_VER,"沿海航线,高速",
277,K8591,披山C,PTURFV,255.0.0.0,2807,12131,121.52,28.08583,1220,1210,32,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市鸡山乡披山岛(岛屿),区域站,中尺度,-         ,0.0,,,
278,K8593,雕鹰山B,PTURF,255.0.0.0,2807,12112,121.1981,28.11917,02390,02380,32,False,浙江,台州,玉环市,大麦屿街道,,玉环市,玉环市大麦屿街道仰天湖村(山地),区域站,中尺度,-         ,,,,
279,K8594,中鹿岛B,PTURF,255.0.0.0,2803,12125,121.4106,28.05694,00910,00900,32,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市鸡山乡中鹿岛(岛屿),区域站,中尺度,-         ,,,,
280,K8595,分水山B,TURFVD,255.0.0.0,2812,12113,121.2103,28.195,00050,00040,32,False,浙江,台州,玉环县,芦浦镇,,玉环县,玉环市芦浦镇分水山(交通站)(平原),区域站,中尺度,-         ,1.0,,"高速,GS",
281,K8596,江岩B,PTURF,255.0.0.0,2810,12109,121.1492,28.17333,01370,01360,32,False,浙江,台州,玉环市,玉城街道,,玉环市,玉环市玉城街道江岩村北塘岗头(岛屿),区域站,中尺度,-         ,,,,
282,K8597,鸡山B,PTURFV,255.0.0.0,2806,12122,121.36417,28.10611,00600,00590,32,False,浙江,台州,玉环市,鸡山乡,,玉环市,玉环市鸡山乡南山村(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,海岛航线,RF
283,K8601,杜桥,PTURF,255.0.0.0,2846,12129,121.4869,28.76667,00080,00070,8,False,浙江,台州,临海市,杜桥镇,,临海市,临海市杜桥镇政府-前王村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,高速,RF
284,K8602,涌泉,TRF,255.0.0.0,2845,12119,121.3186,28.75694,00090,00080,8,False,浙江,台州,临海市,涌泉镇,,临海市,临海市涌泉中学-西翁村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,柑橘高速,RF
285,K8603,白水洋,PTURF,255.0.0.0,2854,12054,120.9047,28.89917,00420,00410,16,False,浙江,台州,临海市,白水洋镇,,临海市,临海市白水洋镇政府-白水洋村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,"杨梅高速,YA",RF
286,K8604,东塍,PUTRF,255.0.0.0,2856,12116,121.2622,28.92889,00400,00390,12,False,浙江,台州,临海市,东塍镇,,临海市,临海市东塍镇政府-下街村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"高速铁路,DT",RF
287,K8605,河头,PUTRF,255.0.0.0,2900,12107,121.1142,29.00056,00480,00470,8,False,浙江,台州,临海市,河头镇,,临海市,临海市河头中学-前山三村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,"葡萄,SF",
288,K8606,尤溪,PTURF,255.0.0.0,2845,12106,121.1011,28.7425,00180,00170,12,False,浙江,台州,临海市,尤溪镇,,临海市,临海市尤溪镇中心小学-花联村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,,RF
289,K8607,汛桥,PTURF,255.0.0.0,2848,12110,121.1706,28.795,00120,00110,8,False,浙江,台州,临海市,汛桥镇,,临海市,临海市汛桥镇政府-汛桥村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,铁路,RF
290,K8608,牛头山,TRF,255.0.0.0,2850,12116,121.2647,28.84,00150,00140,16,False,浙江,台州,临海市,邵家渡街道,,临海市,临海市牛头山水库大坝下(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,NTS,RF
291,K8609,小芝,PTURF,255.0.0.0,2851,12127,121.4519,28.85222,00830,00820,4,False,浙江,台州,临海市,小芝镇,,临海市,临海市小芝镇中心小学-小芝村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,NTS,RF
292,K8610,南门坑,PTRF,255.0.0.0,2850,12140,121.6631,28.83722,00140,00130,8,False,浙江,台州,临海市,桃渚镇,,临海市,临海市桃渚南门坑风景区(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,RF
293,K8611,白沙,PTURFV,255.0.0.0,2843,12138,121.6378,28.71278,00380,00370,4,False,浙江,台州,临海市,上盘镇,,临海市,临海市上盘镇白沙村(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,RF
294,K8612,黄家寮,TR,255.0.0.0,2845,12058,120.9744,28.74833,05830,05820,12,False,浙江,台州,临海市, 括苍镇,,临海市,临海市车口溪水电站(山地),区域站,中尺度,-         ,1.0,SHARED_VER,"高山,YA",
295,K8613,外蔡,TR,255.0.0.0,2853,12122,121.3731,28.87944,00600,00590,16,False,浙江,台州,临海市,邵家渡街道,,临海市,临海市牛头山水库上游(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区,NTS",
296,K8614,汇溪,PTURF,255.0.0.0,2857,12113,121.2133,28.95778,00240,00230,16,False,浙江,台州,临海市,汇溪镇,,临海市,临海市汇溪镇浚头村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,"高速铁路,DT",RF
297,K8615,江南,PTURF,255.0.0.0,2847,12107,121.1206,28.79444,00120,00110,16,False,浙江,台州,临海市,江南街道,,临海市,临海市江南中学-小溪村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,高速,RF
298,K8616,沿江,PTURF,255.0.0.0,2845,12114,121.2358,28.74611,00100,00090,12,False,浙江,台州,临海市,沿江镇,,临海市,临海市沿江镇水洋村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,高速铁路,RF
299,K8617,大田,PTURF,255.0.0.0,2854,12112,121.2022,28.90444,00090,00080,16,False,浙江,台州,临海市,大田镇,,临海市,临海市大田镇下街头村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"高速,DT",RF
300,K8618,永丰,PTURF,255.0.0.0,2852,12101,121.0231,28.87278,00140,00130,16,False,浙江,台州,临海市,永丰镇,,临海市,临海市永丰镇下塘园(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"高速,SF",
301,K8619,羊岩山,PTURF,255.0.0.0,2859,12109,121.1494,28.97889,06160,06150,12,False,浙江,台州,临海市,河头镇,,临海市,临海市河头镇羊岩山茶场(山地),区域站,中尺度,-         ,1.0,,"高山、茶叶,SF",R
302,K8620,桃渚镇,PTURF,255.0.0.0,2849,12135,121.5797,28.80861,00190,00180,12,False,浙江,台州,临海市,桃渚镇,,临海市,临海市桃渚镇屯峙村(平原),区域站,中尺度,-         ,0.0,,高速,RF
303,K8621,医化园区,TRF,255.0.0.0,2842,12133,121.5456,28.69306,00160,00150,16,False,浙江,台州,临海市,杜桥镇,,临海市,临海市杜桥镇医化园区(平原),区域站,中尺度,-         ,0.0,,沿海,
304,K8622,两桥村,PTURF,255.0.0.0,2852,12105,121.0797,28.87167,00120,00110,12,False,浙江,台州,临海市,古城街道,,临海市,临海市古城街道两桥村(平原),区域站,中尺度,-         ,1.0,,高速,RF
305,K8623,安桥,PUTRF,255.0.0.0,2859,12055,120.9153,28.98,00840,00830,16,False,浙江,台州,临海市,白水洋镇,,临海市,临海市白水洋镇双港(丘陵),区域站,中尺度,-         ,,,"山区,YA",RF
306,K8624,里梅,TRF,255.0.0.0,2901,12100,120.9958,29.01528,01810,01800,16,False,浙江,台州,临海市,白水洋镇,,临海市,临海市白水洋镇黄坦(丘陵),区域站,中尺度,-         ,,,"山区,SF",
307,K8625,大洋,TRF,255.0.0.0,2856,12100,121.0011,28.93361,00900,00890,12,False,浙江,台州,临海市,永丰镇,,临海市,临海市永丰镇大洋村(丘陵),区域站,中尺度,-         ,,,"高速,SF",
308,K8626,岭脚金,PTURF,255.0.0.0,2841,12104,121.0728,28.69,00670,00660,16,False,浙江,台州,临海市,尤溪镇,,临海市,临海市尤溪镇岭脚金村(丘陵),区域站,中尺度,-         ,,,山区,RF
309,K8627,头门,PTURFV,255.0.0.0,2841,12146,121.7594,28.69111,00500,00490,8,False,浙江,台州,临海市,上盘镇,,临海市,临海市上盘镇头门港区(岛屿),区域站,中尺度,-         ,1.0,,海岛码头航线,RF
310,K8628,白水洋小学,TURF,255.0.0.0,2854,12054,120.8944,28.91,00460,00450,8,False,浙江,台州,临海市,白水洋镇,,临海市,临海市白水洋小学(平原),区域站,中尺度,-         ,,,YA,
311,K8629,雀儿岙,PTURFV,255.0.0.0,2849,12151,121.8475,28.80972,00570,00560,12,False,浙江,台州,临海市,上盘镇,,临海市,临海市上盘镇雀儿岙(岛屿),区域站,中尺度,-         ,1.0,,海岛航线,R
312,K8630,田岙岛,PTURF,255.0.0.0,2845,12151,121.8481,28.74306,00510,00500,16,False,浙江,台州,临海市,上盘镇,,临海市,临海市上盘镇田岙村(岛屿),区域站,中尺度,-         ,1.0,,海岛航线,RF
313,K8640,上白岩,PTURF,255.0.0.0,2844,12058,120.9675,28.72917,06810,06800,16,False,浙江,台州,临海市,尤溪镇,,临海市,临海市尤溪镇上白岩(山地),区域站,中尺度,-         ,,,"山区,YA",R
314,K8641,小溪,TURF,255.0.0.0,2847,12107,121.1153,28.77222,00110,00100,16,False,浙江,台州,临海市,江南街道,,临海市,台州市农科院小溪基地(平原),区域站,中尺度,-         ,,,,RF
315,K8642,岭上村,PTURF,255.0.0.0,2849,12114,121.2322,28.82444,01470,01460,16,False,浙江,台州,临海市,邵家渡街道,,临海市,临海市邵家渡街道岭上村(丘陵),区域站,中尺度,-         ,,,,
316,K8643,安基山,PTURF,255.0.0.0,2900,12058,120.9667,29.00028,08050,08040,16,False,浙江,台州,临海市,白水洋镇,,临海市,临海市白水洋镇安基山(山地),区域站,中尺度,-         ,,,"山区,YA",R
317,K8644,红树林,PTURF,255.0.0.0,2854,12122,121.3694,28.89333,01380,01370,16,False,浙江,台州,临海市,小芝镇,,临海市,临海市小芝镇八岭村(丘陵),区域站,中尺度,-         ,,,NTS,RF
318,K8645,红树林B,PTURF,255.0.0.0,2854,12122,121.3694,28.89333,01380,01370,32,False,浙江,台州,临海市,小芝镇,,临海市,临海市小芝镇八岭村(丘陵),区域站,中尺度,-         ,,,NTS,
319,K8646,南岙村,PTURF,255.0.0.0,2851,12120,121.3367,28.84833,00610,00600,16,False,浙江,台州,临海市,邵家渡街道,,临海市,临海市邵家渡街道南岙村(丘陵),区域站,中尺度,-         ,,,NTS,
320,K8647,上西辽,PTURF,255.0.0.0,2900,12116,121.2608,29.00528,05340,05330,16,False,浙江,台州,临海市,汇溪镇,,临海市,临海市汇溪镇上西辽村(丘陵),区域站,中尺度,-         ,,,,R
321,K8648,乌岩岙,PTURF,255.0.0.0,2855,12124,121.4022,28.91028,02710,02700,16,False,浙江,台州,临海市,小芝镇,,临海市,临海市小芝镇乌岩岙村(丘陵),区域站,中尺度,-         ,,,NTS,RF
322,K8649,临港,PTURF,255.0.0.0,2843,12135,121.5781,28.71361,00110,00100,16,False,浙江,台州,临海市,杜桥镇,,临海市,临海市杜桥镇医化园区临港热电公司(平原),区域站,中尺度,-         ,,,高速,
323,K8650,大竹山,PTURFV,255.0.0.0,2843,12144,121.7297,28.71583,00340,00330,16,False,浙江,台州,临海市,上盘镇,,临海市,临海市上盘镇头门港区跨海公路大竹山岛(岛屿),区域站,中尺度,-         ,,,,RF
324,K8651,桥东,TF,255.0.0.0,2843,12145,121.7539,28.70917,00170,00160,16,False,浙江,台州,临海市,上盘镇,,临海市,临海市上盘镇头门港区跨海公路大桥东侧(海洋),区域站,中尺度,-         ,,,,
325,K8652,桥西,TF,255.0.0.0,2843,12143,121.7117,28.71806,00110,00100,16,False,浙江,台州,临海市,上盘镇,,临海市,临海市上盘镇头门港区跨海公路大桥西侧(海洋),区域站,中尺度,-         ,,,海岛,
326,K8654,括苍山B,PUTRF,255.0.0.0,2848,12056,120.93333,28.78972,13834,13824,64,False,浙江,台州,临海市,括苍镇,,临海市,括苍山,区域站,中尺度,-         ,0.0,SHARED_VER,高山,
327,K8655,里潘村,PTURFVD,255.0.0.0,2846,12134,121.5583,28.75889,00310,00300,16,False,浙江,台州,临海市,杜桥镇,,临海市,临海市杜桥镇沿海高速头门港枢纽(平原),区域站,中尺度,-         ,,,"高速,GS",RF
328,K8656,山安,PTURF,255.0.0.0,2900,12110,121.1697,29.00583,04140,04130,16,False,浙江,台州,临海市,汇溪镇,,临海市,临海市汇溪镇山安村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,"高速铁路,DT",RF
