,IIiii,StationName,ItemList,IP,NNnn,EEEee,lon,lat,Height,H_Gnd,ZoomLevel,Selected,Province,City,County,Town,Village,Country,Address0,Type,Note,Address,TZAir,ShareF,Property,Index0
441,K8808,山场村,PTURF,255.0.0.0,2852,12131,121.5128,28.8675,00350,00340,16,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇山场村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,航线,RF
442,K8809,花桥,PTURF,255.0.0.0,2855,12128,121.4714,28.92083,00220,00210,8,False,浙江,台州,三门县,花桥镇,,三门县,三门县花桥镇花桥小学(平原),区域站,中尺度,-         ,1.0,SHARED_VER,,RF
443,K8810,健跳,PTURFV,255.0.0.0,2901,12137,121.6083,29.01389,00140,00130,16,False,浙江,台州,三门县,健跳镇,,三门县,三门县健跳镇港南小学(平原),区域站,中尺度,-         ,0.0,SHARED_VER,沿海、黄秋葵、西兰花,RF
444,K8811,浬浦,PTURF,255.0.0.0,2858,12135,121.5808,28.97111,00800,00790,16,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇浬浦(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,",高速",
445,K8812,叶家村,PTURF,255.0.0.0,2904,12129,121.4881,29.0675,00520,00510,16,False,浙江,台州,三门县,海润街道,,三门县,三门县海润街道叶家村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,山区,RF
446,K8813,鹤井村,PTURFV,255.0.0.0,2853,12138,121.6383,28.87583,00540,00530,16,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇鹤井村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,沿海、黄秋葵、西兰花,RFH
447,K8814,珠岙,PTURF,255.0.0.0,2904,12117,121.2789,29.07444,01210,01200,16,False,浙江,台州,三门县,珠岙镇,,三门县,三门县珠岙镇祥里村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,山区,RF
448,K8815,沙柳,PTURF,255.0.0.0,2909,12127,121.4575,29.15222,00370,00360,16,False,浙江,台州,三门县,沙柳街道 ,,三门县,三门县沙柳街道卢家塘村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,沿海,RF
449,K8816,农业园,PTURFD,255.0.0.0,2906,12136,121.6006,29.10389,00100,00090,12,False,浙江,台州,三门县,健跳镇,,三门县,三门县健跳镇现代化农业园区(平原),区域站,中尺度,-         ,0.0,SHARED_VER,沿海,RF
450,K8817,悬诸,PTURF,255.0.0.0,2905,12124,121.405,29.07528,00880,00870,16,False,浙江,台州,三门县,海游街道,,三门县,三门县海游街道悬渚村里毛洋水库(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,铁路,RF
451,K8818,佃石,PTURF,255.0.0.0,2900,12119,121.3147,29.0025,01390,01380,4,False,浙江,台州,三门县,亭旁镇,,三门县,三门县亭旁镇佃石水库-金干村(丘陵),区域站,中尺度,-         ,,,山区铁路,R
452,K8819,板樟山,PTURF,255.0.0.0,2910,12121,121.3514,29.15861,02120,02110,16,False,浙江,台州,三门县,沙柳街道 ,,三门县,三门县沙柳街道板樟山村(丘陵),区域站,中尺度,-         ,,,山区高速铁路,
453,K8820,滨海新城,PTURFV,255.0.0.0,2907,12129,121.48,29.12361,00150,00140,12,False,浙江,台州,三门县,海润街道,,三门县,三门县海润街道滨海新城(平原),区域站,中尺度,-         ,,,航线,RF
454,K8821,浦坝港,PTURFV,255.0.0.0,2856,12135,121.5833,28.92694,00220,00210,4,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇小湾村(平原),区域站,中尺度,-         ,,,航线,RF
455,K8822,下南山,PTURF,255.0.0.0,2909,12122,121.3683,29.15083,02150,02140,16,False,浙江,台州,三门县,沙柳街道,,三门县,三门县沙柳街道下南山村(山地),区域站,中尺度,-         ,,,,
456,K8823,农气基地,PTURF,255.0.0.0,2907,12135,121.5767,29.10861,00100,00090,16,False,浙江,台州,三门县,健跳镇,,三门县,三门县健跳镇六敖农业园(平原),区域站,中尺度,-         ,,,,
457,K8824,东屏村,PTURF,255.0.0.0,2901,12128,121.4683,29.00889,00250,00240,8,False,浙江,台州,三门县,横渡镇,,三门县,三门县横渡镇东屏村(盆地),区域站,中尺度,-         ,,,,
458,K8825,龙山,PTURF,255.0.0.0,2904,12141,121.6792,29.06667,00210,00200,16,False,浙江,台州,三门县,健跳镇,,三门县,三门县健跳镇龙山(岛屿),区域站,中尺度,-         ,,,,
459,K8826,扩塘山,PTURF,255.0.0.0,2853,12140,121.6617,28.89111,00440,00430,12,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇扩塘山(岛屿),区域站,中尺度,-         ,,,航线,
460,K8827,扩塘山B,PTURF,255.0.0.0,2853,12140,121.6617,28.89111,00440,00430,32,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇扩塘山(岛屿),区域站,中尺度,-         ,,,,
461,K8828,枧头村,PTURF,255.0.0.0,2901,12123,121.3881,29.02444,04160,04150,16,False,浙江,台州,三门县,亭旁镇,,三门县,三门县亭旁镇枧头村(山地),区域站,中尺度,-         ,,,,
462,K8829,吴岙,TURFVD,255.0.0.0,2903,12115,121.2419,29.05445,00720,00710,12,False,浙江,台州,三门县,珠岙镇,,三门县,三门县珠岙镇吴岙(交通服务)(丘陵),区域站,中尺度,-         ,,,"高速,GS",
463,K8830,蛇蟠旅游,PTURF,255.0.0.0,2910,12134,121.5706,29.16195,00060,00050,16,False,浙江,台州,三门县,蛇蟠乡,,三门县,三门县蛇蟠乡政府(岛屿),区域站,中尺度,-         ,0.0,,海岛、水产养殖、旅游,
464,K8840,林场,PTURF,255.0.0.0,2903,12125,121.4242,29.04917,06280,06270,16,False,浙江,台州,三门县,海游街道,,三门县,三门县海游街道三门林场(山地),区域站,中尺度,-         ,,,,
465,K8841,三门湾,TURFVD,255.0.0.0,2906,12135,121.5811,29.11806,00230,00220,16,False,浙江,台州,三门县,健跳镇,,三门县,沿海高速三门湾大桥南(平原),区域站,中尺度,-         ,,,"高速,GS",
466,K8843,毛石源,TURFV,255.0.0.0,2854,12135,121.5806,28.89611,00180,00170,16,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇毛石源村(平原),区域站,中尺度,-         ,,,,
467,K8844,工业城,TURF,255.0.0.0,2855,12140,121.6681,28.91778,00120,00110,16,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇兴港公园(平原),区域站,中尺度,-         ,,,,
468,K8845,海游港,PTURF,255.0.0.0,2906,12131,121.5181,29.105,00460,00450,16,False,浙江,台州,三门县,健跳镇,,三门县,三门县健跳镇巡检司村(平原),区域站,中尺度,-         ,,,,
469,K8846,罗岙水库,TURF,255.0.0.0,2903,12133,121.5444,29.05445,00290,00280,16,False,浙江,台州,三门县,健跳镇,,三门县,三门县健跳镇西渡村罗岙水库,区域站,中尺度,-         ,0.0,SHARED_VER,,
470,K8847,西城,PTURF,255.0.0.0,2907,12122,121.3617,29.12056,00210,00200,16,False,浙江,台州,三门县,海游街道,,三门县,三门县海游街道西区(平原),区域站,中尺度,-         ,,,,
471,K8848,小岭下,PTURF,255.0.0.0,2857,12140,121.6722,28.94417,00060,00050,16,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇小岭下村(平原),区域站,中尺度,-         ,,,,
472,K8849,后周,PTURF,255.0.0.0,2909,12125,121.4103,29.15778,01310,01300,16,False,浙江,台州,三门县,沙柳街道,,三门县,三门县沙柳街道后周村(丘陵),区域站,中尺度,-         ,,,,
473,K8850,后郭,PTURF,255.0.0.0,2905,12119,121.3217,29.08805,02070,02060,16,False,浙江,台州,三门县,海游街道,,三门县,三门县海游街道后郭村(丘陵),区域站,中尺度,-         ,,,,
474,K8860,三门岛,PTURFV,255.0.0.0,2858,12148,121.7919,28.96472,00130,00120,12,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇三门岛龙塘山(岛屿),区域站,中尺度,-         ,,,,
475,K8861,三门岛B　,PTURF,255.0.0.0,2858,12148,121.7919,28.96472,00130,00120,32,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇三门岛龙塘山(岛屿),区域站,中尺度,-         ,,,,
476,K8862,五子岛,PTURFV,255.0.0.0,2900,12146,121.7608,29.00556,00130,00120,12,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇五子岛青士豆屿(岛屿),区域站,中尺度,-         ,,,,
477,K8863,五子岛B,PTURF,255.0.0.0,2900,12146,121.7608,29.00556,00130,00120,32,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇五子岛青士豆屿(岛屿),区域站,中尺度,-         ,,,,
478,K8866,石门坑,TR,255.0.0.0,2900,12121,121.3572,29.005,01210,01200,16,False,浙江,台州,三门县,亭旁镇,,三门县,三门县亭旁镇石门坑村(丘陵),区域站,中尺度,-         ,,,,
479,K8867,下吴村,TR,255.0.0.0,2901,12119,121.3144,29.01889,00590,00580,16,False,浙江,台州,三门县,亭旁镇,,三门县,三门县亭旁镇下吴村(平原),区域站,中尺度,-         ,,,,
480,K8868,银山村,TR,255.0.0.0,2856,12126,121.4381,28.93361,02910,02900,16,False,浙江,台州,三门县,花桥镇,,三门县,三门县花桥镇银山村(丘陵),区域站,中尺度,-         ,,,,
481,K8869,外俞村,TR,255.0.0.0,2905,12124,121.3936,29.08639,00100,00090,16,False,浙江,台州,三门县,海游街道,,三门县,三门县海游街道外俞村(平原),区域站,中尺度,-         ,,,,
482,K8870,善见村,TR,255.0.0.0,2900,12127,121.4514,28.99195,00610,00600,16,False,浙江,台州,三门县,横渡镇,,三门县,三门县横渡镇善见村(丘陵),区域站,中尺度,-         ,,,,
483,K8871,樟树下,TR,255.0.0.0,2903,12118,121.2931,29.05305,00440,00430,16,False,浙江,台州,三门县,珠岙镇,,三门县,三门县珠岙镇樟树下村(平原),区域站,中尺度,-         ,,,,
484,K8872,五峙山,PTURFV,255.0.0.0,2855,12143,121.7244,28.91111,00150,00140,16,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇五峙山(岛屿),区域站,中尺度,-         ,,,,
485,K8873,五峙山B,PTURF,255.0.0.0,2855,12143,121.7244,28.91111,00150,00140,32,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇五峙山(岛屿),区域站,中尺度,-         ,,,,
486,K8874,竹墩村,TRF,255.0.0.0,2901,12115,121.2556,29.02417,03050,03040,16,False,浙江,台州,三门县,珠岙镇,,三门县,三门县珠岙镇竹墩村(丘陵),区域站,中尺度,-         ,,,,
487,K8875,邵下村,TRF,255.0.0.0,2904,12122,121.3683,29.06944,01370,01360,16,False,浙江,台州,三门县,亭旁镇,,三门县,三门县亭旁镇邵下村(丘陵),区域站,中尺度,-         ,,,,
488,K8876,王家村,TRF,255.0.0.0,2908,12125,121.4242,29.13139,01210,01200,16,False,浙江,台州,三门县,海润街道,,三门县,三门县海润街道王家村(丘陵),区域站,中尺度,-         ,,,,
489,K8877,珠港村,TRF,255.0.0.0,2904,12136,121.6053,29.07028,00100,00090,16,False,浙江,台州,三门县,健跳镇,,三门县,三门县健跳镇六敖珠港村(平原),区域站,中尺度,-         ,,,,
490,K8878,芝岙村,TRF,255.0.0.0,2856,12132,121.5261,28.92694,00410,00400,16,False,浙江,台州,三门县,花桥镇,,,三门县花桥镇芝岙村(丘陵),区域站,中尺度,-         ,,,,
491,K8879,长林村,TR,255.0.0.0,2901,12126,121.4353,29.01417,00770,00760,16,False,浙江,台州,三门县,横渡镇,,三门县,三门县横渡镇长林村(丘陵),区域站,中尺度,-         ,,,,
492,K8880,里陈坑,TR,255.0.0.0,2859,12139,121.6486,28.97528,00420,00410,16,False,浙江,台州,三门县,浦坝港镇,,三门县,三门县浦坝港镇里宅村里陈坑下山塘(丘陵),区域站,中尺度,-         ,,,,
493,K8881,大岙山,TR,255.0.0.0,2905,12127,121.4425,29.08055,00680,00670,16,False,浙江,台州,三门县,海润街道,,,三门县海润街道陈家村大岙山塘(丘陵),区域站,中尺度,-         ,,,,
494,K8901,白塔,TRF,255.0.0.0,2844,12035,120.5786,28.72556,01070,01060,16,False,浙江,台州,仙居县,白塔镇,,仙居县,仙居县白塔镇圳口村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"山区高速,YA",RF
495,K8902,横溪,PTURF,255.0.0.0,2844,12029,120.4772,28.72889,01170,01160,8,False,浙江,台州,仙居县,横溪镇,,仙居县,仙居县横溪镇坎头村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,"山区高速,YA",RF
496,K8903,朱溪,PTURF,255.0.0.0,2843,12048,120.7936,28.71806,01040,01030,4,False,浙江,台州,仙居县,朱溪镇,,仙居县,仙居县朱溪镇大洪村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,"山区,YA",RF
497,K8904,广度,TRF,255.0.0.0,2857,12045,120.7519,28.94639,06510,06500,12,False,浙江,台州,仙居县,广度乡,,仙居县,仙居县广度乡政府附近小山头-西角村(山地),区域站,中尺度,-         ,0.0,SHARED_VER,"高山,YA",RH
498,K8905,六亩田,PTURF,255.0.0.0,2837,12043,120.7147,28.62139,05690,05680,8,False,浙江,台州,仙居县,上张乡,,仙居县,仙居县上张乡六亩田村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"高山、油茶,YA",R
499,K8906,双庙,TR,255.0.0.0,2847,12051,120.8575,28.78889,00930,00920,12,False,浙江,台州,仙居县,双庙乡,,仙居县,仙居县双庙乡海亮集团农业基地(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区,YA",R
500,K8907,大陈村,TRF,255.0.0.0,2851,12031,120.5117,28.85028,03190,03180,8,False,浙江,台州,仙居县,埠头镇,,仙居县,仙居县埠头镇大陈村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区高速,YA",RF
501,K8908,柯思,TRF,255.0.0.0,2840,12040,120.6708,28.66389,01380,01370,12,False,浙江,台州,仙居县,田市镇,,仙居县,仙居县田市镇柯思村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区高速,YA",RF
502,K8909,溪心,TR,255.0.0.0,2854,12037,120.6228,28.895,01970,01960,16,False,浙江,台州,仙居县,官路镇,,仙居县,仙居县官路镇溪心村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区,YA",R
503,K8910,雅溪,PTURF,255.0.0.0,2842,12020,120.3353,28.69833,01510,01500,4,False,浙江,台州,仙居县,湫山乡,,仙居县,仙居县湫山乡雅溪村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"高速山区,YA",RF
504,K8911,淡竹,TRF,255.0.0.0,2840,12034,120.5706,28.67194,01060,01050,8,False,浙江,台州,仙居县,淡竹乡,,仙居县,仙居县淡竹乡尚仁村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,"山区,YA",RF
505,K8912,溪港,TRF,255.0.0.0,2834,12024,120.3961,28.57361,02200,02190,8,False,浙江,台州,仙居县,溪港乡,,仙居县,仙居县溪港乡政府附近-曹溪村(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,"山区,YA",RF
506,K8913,溪口,TRF,255.0.0.0,2839,12029,120.4797,28.645,03010,03000,12,False,浙江,台州,仙居县,横溪镇,,仙居县,仙居县横溪镇溪口村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区,YA",RF
507,K8914,苗辽,TUR,255.0.0.0,2837,12048,120.7961,28.61611,07510,07500,16,False,浙江,台州,仙居县,上张乡,,仙居县,仙居县上张乡苗辽林场(山地),区域站,中尺度,-         ,0.0,SHARED_VER,"高山、油茶,YA",H
508,K8915,步路,TR,255.0.0.0,2847,12043,120.7242,28.77722,00610,00600,12,False,浙江,台州,仙居县,步路乡,,仙居县,仙居县步路乡外宅村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"杨梅,YA",R
509,K8916,安岭,TURF,255.0.0.0,2834,12020,120.3333,28.56083,04890,04880,12,False,浙江,台州,仙居县,安岭乡,,仙居县,仙居县安岭乡新官村(山地),区域站,中尺度,-         ,0.0,SHARED_VER,"高山,YA",RF
510,K8917,下各,TRF,255.0.0.0,2850,12053,120.8778,28.83972,01430,01420,16,False,浙江,台州,仙居县,下各镇,,仙居县,仙居县下各镇羊棚头(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"山区高速,YA",RF
511,K8918,皤滩,TR,255.0.0.0,2844,12031,120.5208,28.72583,01620,01610,16,False,浙江,台州,仙居县,皤滩镇,,仙居县,仙居县皤滩镇万竹口(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区高速,YA",R
512,K8919,对山,TRF,255.0.0.0,2846,12047,120.775,28.76056,05140,05130,16,False,浙江,台州,仙居县,大战乡,,仙居县,仙居县大战乡对山村(山地),区域站,中尺度,-         ,0.0,SHARED_VER,"高山,YA",RH
513,K8920,山岙,TRF,255.0.0.0,2847,12026,120.4283,28.77944,05540,05530,12,False,浙江,台州,仙居县,横溪镇,,仙居县,仙居县横溪镇山岙村(山地),区域站,中尺度,-         ,0.0,SHARED_VER,"高山,YA",RH
514,K8921,蓄能站,TRF,255.0.0.0,2838,12025,120.4019,28.63111,05690,05680,16,False,浙江,台州,仙居县,湫山乡,,仙居县,仙居县湫山乡抽水蓄能站-梧桐村(山地),区域站,中尺度,-         ,0.0,SHARED_VER,"山区,YA",H
515,K8922,工业园区,TRF,255.0.0.0,2853,12050,120.8328,28.87944,00710,00700,16,False,浙江,台州,仙居县,福应街道,,仙居县,仙居县福应街道工业园区(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"高速,YA",RF
516,K8923,俞坑,TURF,255.0.0.0,2833,12035,120.5878,28.54944,04070,04060,8,False,浙江,台州,仙居县,淡竹乡,,仙居县,仙居县淡竹乡俞坑村(山地),区域站,中尺度,-         ,0.0,SHARED_VER,"高山,YA",RF
517,K8924,谷坦,TURF,255.0.0.0,2853,12036,120.6025,28.87833,05360,05350,16,False,浙江,台州,仙居县,官路镇,,仙居县,仙居县官路镇谷坦水库(山地),区域站,中尺度,-         ,0.0,SHARED_VER,"高山、杨梅,YA",R
518,K8925,南峰,TRF,255.0.0.0,2850,12045,120.7467,28.825,00490,00480,16,False,浙江,台州,仙居县,南峰街道,,仙居县,仙居县南峰街道卜家岙村(丘陵),区域站,中尺度,-         ,,,"高速,YA",RF
519,K8926,湫山,TRF,255.0.0.0,2842,12027,120.4433,28.69833,01350,01340,16,False,浙江,台州,仙居县,湫山乡,,仙居县,仙居县湫山乡湫山村(山地),区域站,中尺度,-         ,,,"高速,YA",RF
520,K8927,四小,TRF,255.0.0.0,2852,12044,120.7306,28.87278,00760,00750,31,False,浙江,台州,仙居县,安洲街道,,仙居县,仙居县第四小学-县前村(丘陵),区域站,中尺度,-         ,,,YA,RF
521,K8928,永狮,PTURF,255.0.0.0,2849,12038,120.6328,28.81194,00820,00810,12,False,浙江,台州,仙居县,官路镇,,仙居县,仙居县官路镇永狮村(丘陵),区域站,中尺度,-         ,,,"高速,YA",RF
522,K8929,茶溪,TURFVD,255.0.0.0,2847,12035,120.5811,28.775,00870,00860,16,False,浙江,台州,仙居县,白塔镇,,仙居县,仙居县白塔镇染塘村(交通服务)(丘陵),区域站,中尺度,-         ,,,"高速,YA,GS",RF
523,K8941,淡竹0,TR,255.0.0.0,2839,12034,120.5667,28.65,1050,1050,64,False,浙江,台州,仙居县,淡竹乡,,仙居县,淡竹乡,区域站,中尺度,-         ,1.0,SHARED_VER,山区,
524,K8942,朱坑里,PTURF,255.0.0.0,2836,12039,120.6542,28.60417,04210,04200,16,False,浙江,台州,仙居县,淡竹乡,,仙居县,仙居县淡竹乡朱坑里村(丘陵),区域站,中尺度,-         ,,,YA,R
525,K8943,吴山后,TR,255.0.0.0,2836,12032,120.5281,28.59222,05410,05400,16,False,浙江,台州,仙居县,淡竹乡,,仙居县,仙居县淡竹乡吴山后村(丘陵),区域站,中尺度,-         ,,,YA,R
526,K8944,神仙居,PTURF,255.0.0.0,2841,12036,120.6053,28.6775,08010,08000,64,False,浙江,台州,仙居县,淡竹乡,,仙居县,仙居县淡竹乡官坑村神仙居景区内(山地),区域站,中尺度,-         ,,,YA,
527,K8945,青尖山,PTURF,255.0.0.0,2855,12044,120.7275,28.91639,08250,08240,16,False,浙江,台州,仙居县,福应街道,,仙居县,仙居县福应街道青尖山顶(山地),区域站,中尺度,-         ,,,YA,R
528,K8946,公盂,PTURF,255.0.0.0,2838,12039,120.6425,28.63917,06510,06500,16,False,浙江,台州,仙居县,田市镇,,仙居县,仙居县田市镇公盂村(山地),区域站,中尺度,-         ,,,YA,R
529,K8947,垟庄,TURF,255.0.0.0,2847,12030,120.5061,28.78306,00960,00950,16,False,浙江,台州,仙居县,横溪镇,,仙居县,仙居县横溪镇垟庄村(平原),区域站,中尺度,-         ,,,YA,RF
530,K8948,上蓄能,PTURF,255.0.0.0,2839,12025,120.4169,28.64528,06810,06800,16,False,浙江,台州,仙居县,湫山乡,,仙居县,仙居县湫山乡抽水蓄能站上水库(山地),区域站,中尺度,-         ,,,YA,R
531,K8949,天顶茶场,TURF,255.0.0.0,2838,12048,120.8078,28.62583,08710,08700,16,False,浙江,台州,仙居县,上张乡,,仙居县,仙居县上张乡杨树坪村(山地),区域站,中尺度,-         ,,,YA,R
532,K8950,西陆,PTURF,255.0.0.0,2849,12051,120.8483,28.82278,01040,01030,16,False,浙江,台州,仙居县,下各镇,,仙居县,仙居县下各镇西陆村(丘陵),区域站,中尺度,-         ,,,YA,RF
533,K8951,苍岭西,TURFVD,255.0.0.0,2846,12019,120.3233,28.76278,3520,03510,16,False,浙江,台州,仙居县,横溪镇,,仙居县,仙居县横溪镇苍岭隧道西口(丘陵),区域站,中尺度,-         ,,,"YA,GS",
534,K8952,西炉村,PTURF,255.0.0.0,2848,12042,120.6969,28.79694,00860,00850,16,False,浙江,台州,仙居县,步路乡,,仙居县,仙居县步路乡西炉村(平原),区域站,中尺度,-         ,,,YA,RF
535,K8970,芭蕉坑,PTURF,255.0.0.0,2840,12021,120.3575,28.65944,02610,02600,16,False,浙江,台州,仙居县,湫山乡,,仙居县,仙居县湫山乡芭蕉坑村(丘陵),区域站,中尺度,-         ,,,YA,RF
536,K8971,银地村,PTURF,255.0.0.0,2849,12029,120.475,28.81333,06400,06390,16,False,浙江,台州,仙居县,横溪镇,,仙居县,仙居县横溪镇银地村(山地),区域站,中尺度,-         ,,,YA,R
537,K8972,牛脚村,TRF,255.0.0.0,2838,12026,120.4378,28.62861,05540,05530,16,False,浙江,台州,仙居县,湫山乡,,仙居县,仙居县湫山乡牛脚村(山地),区域站,中尺度,-         ,,,YA,R
538,K8973,船山村,PTURF,255.0.0.0,2849,12042,120.7011,28.81833,01860,01850,16,False,浙江,台州,仙居县,南峰街道,,仙居县,仙居县南峰街道船山村(丘陵),区域站,中尺度,-         ,,,YA,RF
539,K8974,苍岭东,PTURF,255.0.0.0,2845,12024,120.4072,28.75222,02170,02160,16,False,浙江,台州,仙居县,横溪镇,,仙居县,仙居县横溪镇苍岭坑村苍岭东(丘陵),区域站,中尺度,-         ,,,"YA,GS",
540,K8975,路口,TURFDQK,255.0.0.0,2854,12041,120.6878,28.89278,5770,05760,16,False,浙江,台州,仙居县,安洲街道,,仙居县,仙居县安洲街道路口村烟霞一品杨梅园(丘陵),区域站,中尺度,-         ,,,"杨梅,YA",
541,K8976,景星岩,PTURF,255.0.0.0,2843,12039,120.6536,28.7125,02530,02520,16,False,浙江,台州,仙居县,白塔镇,,仙居县,仙居县白塔镇景星岩景区(丘陵),区域站,中尺度,-         ,,,YA,RF
542,K8977,厚仁村,PTURF,255.0.0.0,2847,12036,120.6022,28.77695,00800,00790,16,False,浙江,台州,仙居县,白塔镇,,仙居县,仙居县白塔镇厚仁村(平原),区域站,中尺度,-         ,,,YA,
543,K8978,双峰隧道南,PTURF,255.0.0.0,2852,12030,120.4986,28.87139,04070,04060,16,False,浙江,台州,仙居县,埠头镇,,仙居县,仙居县埠头镇诸永高速双峰隧道南(丘陵),区域站,中尺度,-         ,,,"YA,GS",
544,K8979,括苍隧道北,PTURF,255.0.0.0,2838,12040,120.6733,28.63417,02300,02290,16,False,浙江,台州,仙居县,田市镇,,仙居县,仙居县田市镇诸永高速括苍隧道北(丘陵),区域站,中尺度,-         ,,,"YA,GS",
545,K8980,神仙居,PTURF,255.0.0.0,2841,12036,120.6036,28.67945,08450,08440,16,False,浙江,台州,仙居县,淡竹乡,,仙居县,仙居县淡竹乡神仙居景区(山地),区域站,中尺度,-         ,,,YA,
546,K8981,三角地,PTURF,255.0.0.0,2856,12048,120.7975,28.9275,06480,06470,16,False,浙江,台州,仙居县,福应街道,,仙居县,仙居县福应街道三角地村(山地),区域站,中尺度,-         ,,,YA,
547,K8982,金竹寺,PTURF,255.0.0.0,2838,12054,120.8931,28.64278,05150,05140,16,False,浙江,台州,仙居县,朱溪镇,,仙居县,仙居县朱溪镇金竹寺村(山地),区域站,中尺度,-         ,,,YA,
548,K8983,过朗,PTURF,255.0.0.0,2849,12049,120.8103,28.82222,01020,01010,16,False,浙江,台州,仙居县,大战乡,,仙居县,仙居县大战乡格垟村过朗(丘陵),区域站,中尺度,-         ,,,YA,
549,K8984,祝家辽,PTURF,255.0.0.0,2858,12040,120.6733,28.96445,08380,08370,16,False,浙江,台州,仙居县,广度乡,,仙居县,仙居县广度乡祝家辽村(山地),区域站,中尺度,-         ,,,YA,
550,K8985,下岸水库,PTURF,255.0.0.0,2836,12024,120.4003,28.60528,02210,02200,16,False,浙江,台州,仙居县,溪港乡,,,仙居县溪港乡永溪村下岸水库(丘陵),区域站,中尺度,-         ,,,,
551,K8986,山皇堂,TR,255.0.0.0,2848,12033,120.545,28.80445,03170,03170,16,False,浙江,台州,仙居县,埠头镇,,仙居县,仙居县埠头镇洪坑村山皇堂(丘陵),区域站,中尺度,-         ,,,,
552,K8987,金坑口,TR,255.0.0.0,2840,12031,120.5092,28.66444,02220,02220,16,False,浙江,台州,仙居县,皤滩乡,,仙居县,仙居县皤滩乡金坑口村下河(丘陵),区域站,中尺度,-         ,,,,
553,K8988,白岭脚,TR,255.0.0.0,2851,12039,120.6486,28.84361,01170,01170,16,False,浙江,台州,仙居县,官路镇,,仙居县,仙居县官路镇白岭脚村(丘陵),区域站,中尺度,-         ,,,,
